"Date/Time";"Date/Time Start";"LatitudeCoord.";"LongitudeCoord.";"Altitude(m)";"LocationAccuracy(m)";"GeoAddress";"SpeedRaw(m/s)";"Speed(km/h)";"SpeedMinTierPref(km/h)";"GForce(m/s2)";"EmergenceBraking";"Acceleration(m/s2)";"AccelerationXYZ";"IsAccelerating";"EulerAngleRotatePhone";"LightLevel(Lux)";"Illuminance";"AudioLevelPref";"LeftHeadAnglePref";"RightHeadAnglePref";"IsHeadRotatedYaw";"HeadAngleYawRaw";"CalibratedHeadAngleYaw";"CalibratedHeadAngleYawPref";"HeadAnglePitchPref";"IsHeadRotatedPitch";"HeadAnglePitchRaw";"CalibratedHeadAnglePitch";"CalibratedHeadAnglePitchPref";"PERCLOSPref";"LeftEyeOpennessPercentagePref";"RightEyeOpennessPercentagePref";"LeftEyeOpennessProbability";"RightEyeOpennessProbability";"IntervalBetweenDetectDangersBetween(ms)";"PeriodInDetectDanger(ms)";"CoffeeCupDialogTimeout(sec)";"Setting PictureContrast(0-10)";"Setting PictureBrightness(-255,255)";"Setting PictureSize(px)";"DriverGender";"DriverExperience";"DriverBdate"
"26/06/18 23:55:50:896";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,73";"0.1240145,-0.37264347,-0.62062216";"True";"37.75769805908203,15.369925498962402,-5.50072717666626";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,78";"4,66";"-3,88";"15,0";"false";"-0,98";"2,95";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:51:074";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,31";"-0.030017376,-0.016277313,-0.30355954";"False";"36.9407844543457,15.247249603271484,-5.333481788635254";"7,0";"Bright";"3";"15,0";"15,0";"false";"0,37";"4,25";"-3,88";"15,0";"false";"0,11";"4,04";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:51:263";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,31";"-0.030017376,-0.016277313,-0.30355954";"False";"36.0258674621582,15.256217956542969,-5.277885437011719";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,42";"3,46";"-3,88";"15,0";"false";"1,97";"5,9";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:51:440";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"0,3";"-0.03353262,0.010556221,-0.29999518";"False";"36.377105712890625,15.312010765075684,-5.046047210693359";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,61";"3,27";"-3,88";"15,0";"false";"3,55";"7,48";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:51:629";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,3";"-0.03353262,0.010556221,-0.29999518";"False";"35.9506721496582,15.334066390991211,-5.009181976318359";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,88";"3,0";"-3,88";"15,0";"false";"4,66";"8,59";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:51:820";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,12";"0.043435395,0.019246101,-0.110132456";"False";"36.12552261352539,15.187045097351074,-4.8317131996154785";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,55";"2,33";"-3,88";"15,0";"false";"4,45";"8,38";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:52:018";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"0,08";"-0.0055559278,0.0028057098,-0.0846715";"False";"35.24168395996094,15.114105224609375,-4.8679518699646";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,56";"2,32";"-3,88";"15,0";"false";"6,06";"9,99";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:52:221";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"0,08";"-0.0055559278,0.0028057098,-0.0846715";"False";"35.860538482666016,15.148242950439453,-4.717853546142578";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,72";"3,16";"-3,88";"15,0";"false";"5,1";"9,03";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:52:406";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,08";"-0.0055559278,0.0028057098,-0.0846715";"False";"36.4188232421875,14.95670223236084,-4.751082420349121";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,63";"1,25";"-3,88";"15,0";"false";"5,46";"9,39";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:52:593";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,05";"-0.0073949695,0.012202263,0.052449465";"False";"35.99839401245117,14.871153831481934,-4.87652587890625";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,43";"3,45";"-3,88";"15,0";"false";"3,93";"7,86";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:52:785";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,05";"-0.0073949695,0.012202263,0.052449465";"False";"35.63004684448242,14.850586891174316,-4.914819717407227";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,95";"2,93";"-3,88";"15,0";"false";"4,55";"8,48";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:52:967";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"0,06";"-0.03282553,-0.0067834854,0.049364805";"False";"36.741851806640625,15.029167175292969,-5.038539409637451";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,47";"3,41";"-3,88";"15,0";"false";"3,45";"7,38";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:53:148";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,95";"";"0,68";"-0.2025559,-0.07697296,-0.64907765";"True";"35.64406967163086,14.795342445373535,-6.728303909301758";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,52";"3,36";"-3,88";"15,0";"false";"4,3";"8,23";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:53:345";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,07";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"32.94062805175781,17.646400451660156,-5.627557754516602";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,2";"3,68";"-3,88";"15,0";"false";"4,52";"8,45";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:53:525";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"33.752933502197266,13.59933090209961,-4.092816352844238";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,96";"2,92";"-3,88";"15,0";"false";"5,93";"9,86";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:53:705";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"31.894025802612305,14.600071907043457,-3.8774805068969727";"7,0";"Bright";"3";"15,0";"15,0";"false";"-7,45";"-3,57";"-3,88";"15,0";"false";"8,18";"12,11";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:53:902";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"31.900842666625977,13.976731300354004,-3.0363986492156982";"7,0";"Bright";"3";"15,0";"15,0";"false";"-7,35";"-3,47";"-3,88";"15,0";"false";"4,51";"8,44";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:54:110";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"32.86494827270508,14.61426067352295,-3.360614061355591";"7,0";"Bright";"3";"15,0";"15,0";"false";"-8,53";"-4,65";"-3,88";"15,0";"false";"1,99";"5,92";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:54:290";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"32.86494827270508,14.61426067352295,-3.360614061355591";"7,0";"Bright";"3";"15,0";"15,0";"false";"-13,95";"-10,07";"-3,88";"15,0";"false";"-0,91";"3,02";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:54:475";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.269962310791016,15.060929298400879,-3.583869457244873";"7,0";"Bright";"3";"15,0";"15,0";"false";"-12,68";"-8,8";"-3,88";"15,0";"false";"-0,43";"3,5";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:54:660";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.503170013427734,14.764060020446777,-3.8068532943725586";"7,0";"Bright";"3";"15,0";"15,0";"false";"-8,66";"-4,78";"-3,88";"15,0";"false";"2,31";"6,24";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:54:869";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.843727111816406,15.040650367736816,-4.058967590332031";"7,0";"Bright";"3";"15,0";"15,0";"false";"-6,02";"-2,14";"-3,88";"15,0";"false";"4,15";"8,08";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:55:064";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.4034538269043,15.099634170532227,-4.1403584480285645";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,49";"2,39";"-3,88";"15,0";"false";"6,36";"10,29";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:55:262";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.59423065185547,15.073373794555664,-4.40045690536499";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,93";"0,95";"-3,88";"15,0";"false";"5,09";"9,02";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:55:449";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"35.276824951171875,15.506532669067383,-4.58116340637207";"7,0";"Bright";"3";"15,0";"15,0";"false";"-3,73";"0,15";"-3,88";"15,0";"false";"4,45";"8,38";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:55:638";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.689178466796875,16.00880241394043,-4.7085490226745605";"7,0";"Bright";"3";"15,0";"15,0";"false";"-4,12";"-0,24";"-3,88";"15,0";"false";"4,07";"8,0";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:55:829";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.33664321899414,16.430788040161133,-4.852618217468262";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,48";"1,4";"-3,88";"15,0";"false";"5,24";"9,17";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:56:028";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.51609802246094,16.531381607055664,-4.836593151092529";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,32";"1,56";"-3,88";"15,0";"false";"4,73";"8,66";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:56:221";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"35.18333053588867,16.879308700561523,-4.762366771697998";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,55";"2,33";"-3,88";"15,0";"false";"3,08";"7,01";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:56:416";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"35.296234130859375,17.14171600341797,-4.700680255889893";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,6";"3,28";"-3,88";"15,0";"false";"3,51";"7,44";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:56:606";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"36.1294059753418,17.391048431396484,-4.542285919189453";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,76";"3,12";"-3,88";"15,0";"false";"5,1";"9,03";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:56:786";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,96";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.692710876464844,17.700153350830078,-4.5014824867248535";"7,0";"Bright";"3";"15,0";"15,0";"false";"-3,55";"0,33";"-3,88";"15,0";"false";"2,46";"6,39";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:56:966";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,01";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"35.07551956176758,18.233667373657227,-4.3450493812561035";"7,0";"Bright";"3";"15,0";"15,0";"false";"-10,6";"-6,72";"-3,88";"15,0";"false";"3,06";"6,99";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:55:57:147";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"1,11";"-0.008776128,0.05229187,-1.1078787";"True";"34.4942741394043,18.473690032958984,-4.477448463439941";"7,0";"Bright";"3";"15,0";"15,0";"false";"-16,53";"-12,65";"-3,88";"15,0";"false";"1,91";"5,84";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:02:538";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,91";"";"0,75";"-0.7003727,0.26340675,-1.1920929E-6";"True";"48.70439910888672,19.808238983154297,-6.274830341339111";"7,0";"Bright";"3";"15,0";"15,0";"false";"-8,09";"-4,21";"-3,88";"15,0";"false";"4,81";"8,74";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:02:539";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,91";"";"0,75";"-0.7003727,0.26340675,-1.1920929E-6";"True";"48.70439910888672,19.808238983154297,-6.274830341339111";"7,0";"Bright";"3";"15,0";"15,0";"false";"-8,09";"-4,21";"-3,88";"15,0";"false";"4,81";"8,74";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:02:723";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,96";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"47.762142181396484,15.572690963745117,-6.736435413360596";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,81";"2,07";"-3,88";"15,0";"false";"9,91";"13,84";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:02:900";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,01";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"46.03828430175781,15.2600679397583,-5.534450054168701";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,58";"3,3";"-3,88";"15,0";"false";"6,9";"10,83";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:03:110";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,97";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"45.17402267456055,14.430999755859375,-5.129398822784424";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,66";"3,22";"-3,88";"15,0";"false";"4,32";"8,25";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:03:305";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,01";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"44.056480407714844,14.692727088928223,-4.890875339508057";"7,0";"Bright";"3";"15,0";"15,0";"false";"1,38";"5,26";"-3,88";"15,0";"false";"2,21";"6,14";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:03:502";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"43.185359954833984,14.521620750427246,-4.747982025146484";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,41";"3,47";"-3,88";"15,0";"false";"2,83";"6,76";"-3,93";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:03:687";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"42.376251220703125,14.53726577758789,-4.820179462432861";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,44";"2,44";"-3,88";"15,0";"false";"3,56";"7,49";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:03:904";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"41.69462966918945,14.620342254638672,-4.829123020172119";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,67";"2,21";"-3,88";"15,0";"false";"3,8";"7,73";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:04:104";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"40.94162368774414,14.713979721069336,-5.221495628356934";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,7";"2,18";"-3,88";"15,0";"false";"2,14";"6,07";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:04:312";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"39.470401763916016,14.809918403625488,-5.462586879730225";"7,0";"Bright";"3";"15,0";"15,0";"false";"-3,13";"0,75";"-3,88";"15,0";"false";"3,75";"7,68";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:04:497";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,99";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"38.43809127807617,14.97752571105957,-5.467681884765625";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,26";"2,62";"-3,88";"15,0";"false";"3,07";"7,0";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:04:706";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"37.458900451660156,14.842087745666504,-5.6827778816223145";"7,0";"Bright";"3";"15,0";"15,0";"false";"-2,49";"1,39";"-3,88";"15,0";"false";"3,62";"7,55";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:05:675";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"35.915199279785156,15.277425765991211,-5.855110168457031";"7,0";"Bright";"3";"15,0";"15,0";"false";"-0,48";"3,4";"-3,88";"15,0";"false";"1,96";"5,89";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:05:873";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"0,98";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"36.302955627441406,15.195398330688477,-5.623703956604004";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,0";"2,88";"-3,88";"15,0";"false";"1,62";"5,55";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
"26/06/18 23:56:06:060";"26/06/18 23:55:38:454";"N/A";"N/A";"0,0";"0,0";"N/A";"0,0";"0,0";"0,0";"1,0";"";"0,88";"0.16786957,-0.5494499,0.6653347";"True";"35.72442626953125,15.312642097473145,-5.509756088256836";"7,0";"Bright";"3";"15,0";"15,0";"false";"-1,56";"2,32";"-3,88";"15,0";"false";"1,94";"5,87";"-3,93";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"10.2.2000"
